編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPQOMLQKPHNFFBG78CA,14,25.24,共有部分,鋼筋混凝土造,93年1月8日,九層,
RPSOMLQJPHNFFBG88CA,19,72.44,住家用,鋼筋混凝土造,88年2月8日,五層,二層
RPSOMLQJPHNFFBG88CA,19,17.08,共有部分,鋼筋混凝土造,88年2月8日,五層,
RPSPMLOJPHNFFBG78CA,,54.76,見其他登記事項,鋼骨鋼筋混凝土造,106年12月21日,二十九層,十五層
RPSPMLOJPHNFFBG78CA,,44.44,見其他登記事項,鋼骨鋼筋混凝土造,106年12月21日,二十九層,
RPSOMLMKPHNFFBG58CA,,282.47,見其他登記事項,鋼筋混凝土造,107年1月19日,三層,一層 二層 三層 見其他登記事項
RPOOMLKMPHNFFAG08CA,,224.87,住家用,鋼筋混凝土造,107年3月28日,三層,一層 二層 三層
RPSNMLKLPHNFFAG28CA,5,180.62,住家用,鋼筋混凝土造,102年1月22日,三層,二層 三層 一層
RPPOMLMKPHNFFAG18CA,38,128.60,住家用,見其他登記事項,69年2月1日,二層,一層 二層 騎樓
RPXNMLQJPHNFFAG56CA,38,85.50,住家用,鋼筋混凝土加強磚造,69年2月12日,二層,一層 二層
RPSNMLLMPHNFFBG58CA,37,109.09,住家用,鋼筋混凝土加強磚造,70年2月28日,六層,六層
RPSNMLLMPHNFFBG58CA,37,27.15,共有部分,鋼筋混凝土造,70年2月28日,六層,
RPQNMLLMPHNFFAG48EA,23,107.40,住家用,鋼筋混凝土造,83年12月27日,六層,三層
RPQNMLLMPHNFFAG48EA,23,17.72,見其他登記事項,鋼筋混凝土造,83年12月27日,六層,
RPPNMLQKPHNFFAG48CA,10,224.72,住家用,鋼筋混凝土造,97年8月11日,三層,一層 二層 三層
RPPNMLQKPHNFFAG48CA,10,.51,見其他登記事項,鋼筋混凝土造,97年8月11日,一層,
RPTNMLQJPHNFFAG78CA,23,43.35,住家用,鋼筋混凝土造,84年5月5日,七層,六層
RPTNMLQJPHNFFAG78CA,23,8.04,見其他登記事項,鋼筋混凝土造,84年5月5日,七層,
RPTNMLQJPHNFFAG78CA,23,43.35,住家用,鋼筋混凝土造,84年5月5日,七層,六層
RPTNMLQJPHNFFAG78CA,23,33.99,見其他登記事項,鋼筋混凝土造,84年5月5日,七層,
RPRNMLQJPHNFFAG58CA,2,199.20,住家用,見其他登記事項,105年7月20日,三層,一層 二層 三層
RPRNMLOLPHNFFBG68CA,37,111.88,住家用,鋼筋混凝土加強磚造,70年7月31日,二層,一層 二層
RPXNMLKLPHNFFBG88CA,,217.75,見其他登記事項,鋼筋混凝土造,107年3月5日,三層,一層 二層 三層 見其他登記事項
RPOOMLKLPHNFFBG08CA,,292.58,見其他登記事項,鋼筋混凝土造,106年11月14日,四層,二層 三層 四層 見其他登記事項
RPPOMLKLPHNFFBG18CA,,252.01,見其他登記事項,鋼筋混凝土造,106年11月14日,四層,二層 三層 四層 見其他登記事項
SPOOMLKLPHNFFBG18CA,,292.58,見其他登記事項,鋼筋混凝土造,106年11月14日,四層,二層 三層 四層 見其他登記事項
RPPNMLOKPHNFFAG28CA,11,265.24,農舍,鋼筋混凝土造,96年5月25日,三層,一層 二層 三層 夾層
RPPNMLKKPHNFFAG87CA,2,201.28,住家用,見其他登記事項,105年6月27日,三層,一層 二層 三層
RPQNMLKLPHNFFAG08CA,26,160.11,住家用,鋼筋混凝土造,81年11月20日,三層,一層 二層 三層
RPTOMLMKPHNFFBG68CA,10,42.89,見其他登記事項,鋼筋混凝土造,97年1月22日,十四層,十二層
RPTOMLMKPHNFFBG68CA,10,20.75,共有部分,鋼筋混凝土造,97年1月22日,十四層,
RPTOMLMKPHNFFBG68CA,10,7.90,共有部分,鋼筋混凝土造,97年1月22日,十四層,
RPVOMLMKPHNFFBG88CA,25,60.25,住家用,鋼筋混凝土造,82年10月6日,七層,五層
RPVOMLMKPHNFFBG88CA,25,22.58,共有部分,鋼筋混凝土造,82年10月6日,七層,
RPPNMLKLPHNFFAG97CA,21,27.60,住家用,鋼筋混凝土造,86年11月5日,十四層,十層
RPPNMLKLPHNFFAG97CA,21,19.23,見其他登記事項,鋼筋混凝土造,86年11月5日,十四層,
RPUOMLTJPHNFFBG76CA,4,50.91,見其他登記事項,鋼筋混凝土造,103年11月20日,二十四層,十一層
RPUOMLTJPHNFFBG76CA,4,36.03,見其他登記事項,鋼筋混凝土造,103年11月20日,二十四層,
RPRPMLKLPHNFFAG38CA,2,195.52,住家用,鋼筋混凝土造,105年5月9日,三層,一層 二層 三層
RPUNMLQJPHNFFBG98CA,2,259.32,見其他登記事項,鋼筋混凝土造,105年10月14日,三層,一層 二層 三層 見其他登記事項
RPSPMLKLPHNFFAG48CA,38,83.90,住家用,鋼筋混凝土加強磚造,69年7月18日,二層,一層 二層
RPPNMLQJPHNFFBG48CA,1,277.38,住家用,鋼筋混凝土造,106年7月20日,三層,一層 二層 三層
RPSNMLOKPHNFFBG68CA,4,31.65,見其他登記事項,鋼筋混凝土造,103年11月20日,二十四層,十四層
RPSNMLOKPHNFFBG68CA,4,23.58,見其他登記事項,鋼筋混凝土造,103年11月20日,二十四層,
RPOOMLTJPHNFFBG78CA,13,19.32,住家用,鋼筋混凝土造,94年10月11日,六層,四層
RPOOMLTJPHNFFBG78CA,13,8.69,共有部分,鋼筋混凝土造,94年10月11日,六層,
RPVNMLOKPHNFFBG98CA,27,130.65,住家用,鋼筋混凝土加強磚造,80年3月1日,二層,一層 二層
RPQNMLQJPHNFFBG58CA,1,277.38,住家用,鋼筋混凝土造,106年7月20日,三層,一層 二層 三層
RPVNMLQJPHNFFBG09CA,35,73.29,住家用,鋼筋混凝土造,72年8月18日,五層,五層
RPVNMLQJPHNFFBG09CA,35,5.28,共有部分,鋼筋混凝土造,72年8月18日,五層,
RPVNMLRKPHNFFBG66CA,,128.12,見其他登記事項,鋼筋混凝土造,107年1月23日,十四層,七層
RPVNMLRKPHNFFBG66CA,,152.01,見其他登記事項,鋼筋混凝土造,107年1月23日,十四層,
RPWNMLRKPHNFFBG76CA,,65.89,見其他登記事項,鋼筋混凝土造,107年1月23日,十一層,七層
RPWNMLRKPHNFFBG76CA,,60.54,見其他登記事項,鋼筋混凝土造,107年1月23日,十四層,
RPQOMLRKPHNFFBG88CA,,127.76,見其他登記事項,鋼筋混凝土造,107年1月23日,十四層,六層
RPQOMLRKPHNFFBG88CA,,120.74,見其他登記事項,鋼筋混凝土造,107年1月23日,十四層,
RPUOMLRKPHNFFBG66CA,2,304.92,見其他登記事項,鋼筋混凝土造,105年2月25日,三層,一層 二層 三層 見其他登記事項
RPPOMLRKPHNFFBG78CA,,54.76,見其他登記事項,鋼筋混凝土造,107年1月23日,十一層,三層
RPPOMLRKPHNFFBG78CA,,56.03,見其他登記事項,鋼筋混凝土造,107年1月23日,十四層,
RPOOMLRKPHNFFBG68CA,,269.96,見其他登記事項,鋼筋混凝土造,107年1月23日,十一層,一層 二層 騎樓
RPOOMLRKPHNFFBG68CA,,164.10,見其他登記事項,鋼筋混凝土造,107年1月23日,十四層,
RPTOMLRKPHNFFBG56CA,,127.76,見其他登記事項,鋼筋混凝土造,107年1月23日,十四層,九層
RPTOMLRKPHNFFBG56CA,,120.74,見其他登記事項,鋼筋混凝土造,107年1月23日,十四層,
RPQNMLTKPHNFFBG98CA,12,310.83,農舍,鋼筋混凝土造,95年2月6日,三層,一層 二層 三層
RPUOMLMKPHNFFBG78CA,4,177.61,見其他登記事項,鋼筋混凝土造,102年12月13日,三層,一層 二層 三層 見其他登記事項
RPVNMLKKPHNFFBG58CA,,52.60,見其他登記事項,鋼骨鋼筋混凝土造,106年12月21日,二十九層,十三層
RPVNMLKKPHNFFBG58CA,,42.74,見其他登記事項,鋼骨鋼筋混凝土造,106年12月21日,二十九層,
RPQOMLNKPHNFFBG48CA,25,44.66,住家用,鋼筋混凝土造,82年3月1日,七層,三層
RPQOMLNKPHNFFBG48CA,25,22.81,共有部分,鋼筋混凝土造,82年3月1日,七層,
RPSOMLTKPHNFFAG56CA,23,56.16,住家用,鋼筋混凝土造,84年6月16日,四層,三層
RPSOMLTKPHNFFAG56CA,23,1.82,共有部份,鋼筋混凝土造,84年6月16日,四層,
RPROMLRKPHNFFBG98CA,,128.12,見其他登記事項,鋼筋混凝土造,107年1月23日,十四層,六層
RPROMLRKPHNFFBG98CA,,120.74,見其他登記事項,鋼筋混凝土造,107年1月23日,十四層,
RPTNMLPLPHNFFAG88CA,36,18.80,農舍,鋼筋混凝土加強磚造,71年7月26日,一層,一層
RPSOMLKLPHNFFBG48CA,25,104.64,住家用,鋼筋混凝土造,82年3月12日,五層,二層
RPSOMLKLPHNFFBG48CA,25,14.98,共有部分,鋼筋混凝土造,82年3月12日,五層,
RPXNMLQLPHNFFBG86CA,33,114.12,住家用,鋼筋混凝土加強磚造,74年4月2日,二層,一層 二層
RPWNMLPLPHNFFBG66CA,20,126.50,住家用,鋼筋混凝土造,87年11月2日,八層,八層
RPWNMLPLPHNFFBG66CA,20,14.42,共有部分,鋼筋混凝土造,87年11月2日,八層,
RPWNMLPLPHNFFBG66CA,20,18.61,共有部分,鋼筋混凝土造,87年11月2日,八層,
RPUNMLTJPHNFFAG76EA,38,107.62,住家用,鋼筋混凝土加強磚造,69年2月7日,二層,一層 二層
RPSOMLKLPHNFFBG68EA,26,151.86,住家用,鋼筋混凝土造,81年6月18日,三層,一層 二層 三層
RPSNMLQKPHNFFAG78CA,21,33.65,商業用,鋼筋混凝土造,86年8月25日,十二層,三層
RPSNMLQKPHNFFAG78CA,21,6.69,見其他登記事項,鋼筋混凝土造,86年8月25日,十二層,
RPSNMLQKPHNFFAG78CA,21,10.15,見其他登記事項,鋼筋混凝土造,86年8月25日,十二層,
RPSNMLQKPHNFFAG78CA,21,35.63,商業用,鋼筋混凝土造,86年8月25日,十二層,三層
RPSNMLQKPHNFFAG78CA,21,7.08,見其他登記事項,鋼筋混凝土造,86年8月25日,十二層,
RPSNMLQKPHNFFAG78CA,21,10.76,見其他登記事項,鋼筋混凝土造,86年8月25日,十二層,
RPSNMLQKPHNFFAG78CA,21,35.56,商業用,鋼筋混凝土造,86年8月25日,十二層,三層
RPSNMLQKPHNFFAG78CA,21,7.08,見其他登記事項,鋼筋混凝土造,86年8月25日,十二層,
RPSNMLQKPHNFFAG78CA,21,10.74,見其他登記事項,鋼筋混凝土造,86年8月25日,十二層,
RPSNMLQKPHNFFAG78CA,21,35.57,商業用,鋼筋混凝土造,86年8月25日,十二層,三層
RPSNMLQKPHNFFAG78CA,21,7.08,見其他登記事項,鋼筋混凝土造,86年8月25日,十二層,
RPSNMLQKPHNFFAG78CA,21,10.74,見其他登記事項,鋼筋混凝土造,86年8月25日,十二層,
RPSNMLQKPHNFFAG78CA,21,35.60,商業用,鋼筋混凝土造,86年8月25日,十二層,三層
RPSNMLQKPHNFFAG78CA,21,7.08,見其他登記事項,鋼筋混凝土造,86年8月25日,十二層,
RPSNMLQKPHNFFAG78CA,21,10.75,見其他登記事項,鋼筋混凝土造,86年8月25日,十二層,
RPSNMLQKPHNFFAG78CA,21,35.61,商業用,鋼筋混凝土造,86年8月25日,十二層,三層
RPSNMLQKPHNFFAG78CA,21,7.08,見其他登記事項,鋼筋混凝土造,86年8月25日,十二層,
RPSNMLQKPHNFFAG78CA,21,10.75,見其他登記事項,鋼筋混凝土造,86年8月25日,十二層,
RPSNMLQKPHNFFAG78CA,21,35.77,商業用,鋼筋混凝土造,86年8月25日,十二層,三層
RPSNMLQKPHNFFAG78CA,21,7.15,見其他登記事項,鋼筋混凝土造,86年8月25日,十二層,
RPSNMLQKPHNFFAG78CA,21,10.80,見其他登記事項,鋼筋混凝土造,86年8月25日,十二層,
RPSNMLQKPHNFFAG78CA,21,37.88,商業用,鋼筋混凝土造,86年8月25日,十二層,三層
RPSNMLQKPHNFFAG78CA,21,7.54,見其他登記事項,鋼筋混凝土造,86年8月25日,十二層,
RPSNMLQKPHNFFAG78CA,21,11.44,見其他登記事項,鋼筋混凝土造,86年8月25日,十二層,
RPSNMLQKPHNFFAG78CA,21,36.93,商業用,鋼筋混凝土造,86年8月25日,十二層,三層
RPSNMLQKPHNFFAG78CA,21,7.38,見其他登記事項,鋼筋混凝土造,86年8月25日,十二層,
RPSNMLQKPHNFFAG78CA,21,11.15,見其他登記事項,鋼筋混凝土造,86年8月25日,十二層,
RPXNMLTJPHNFFAG86CA,50,123.87,住家用,鋼筋混凝土加強磚造,57年10月17日,二層,一層 二層 騎樓
RPPNMLTLPHNFFBG98CA,23,46.22,住家用,鋼筋混凝土造,84年3月16日,十二層,十一層
RPPNMLTLPHNFFBG98CA,23,10.60,共有部分,鋼筋混凝土造,84年3月16日,十七層,
RPPNMLLJQHNFFAG18EA,,46.08,見其他登記事項,鋼筋混凝土造,106年11月24日,四層,四層
RPPNMLLJQHNFFAG18EA,,14.48,見其他登記事項,鋼筋混凝土造,106年11月24日,四層,
RPPNMLLJQHNFFAG18EA,,10.74,見其他登記事項,鋼筋混凝土造,106年11月24日,四層,
RPPNMLPKPHNFFAG38CA,45,97.67,住家用,鋼筋混凝土加強磚造,62年11月17日,二層,一層 二層
RPRNMLMKPHNFFAG28CA,19,24.05,住家用,鋼筋混凝土造,88年1月28日,十四層,八層
RPRNMLMKPHNFFAG28CA,19,18.27,見其他登記事項,鋼筋混凝土造,88年1月28日,十四層,
RPRNMLNKPHNFFBG48CA,24,57.96,住家用,鋼筋混凝土造,83年7月18日,七層,五層
RPRNMLNKPHNFFBG48CA,24,33.67,共有部分,鋼筋混凝土造,83年7月18日,七層,
RPWOMLMKPHNFFBG98CA,7,45.80,見其他登記事項,鋼筋混凝土造,100年5月27日,九層,七層
RPWOMLMKPHNFFBG98CA,7,26.28,見其他登記事項,鋼筋混凝土造,100年5月27日,九層,
RPWOMLMKPHNFFBG98CA,7,5.44,見其他登記事項,鋼筋混凝土造,100年5月27日,九層,
RPPOMLKLPHNFFAG08CA,,54.44,見其他登記事項,見其他登記事項,107年3月23日,四層,四層
RPPOMLKLPHNFFAG08CA,,15.64,見其他登記事項,見其他登記事項,107年3月23日,四層,
RPSOMLTJPHNFFBG56CA,21,178.39,住家用,鋼筋混凝土造,86年4月9日,三層,一層 二層 三層
RPPOMLTJPHNFFBG88CA,29,144.58,住家用,鋼筋混凝土造,78年5月2日,四層,三層 四層
RPPOMLTJPHNFFBG88CA,29,43.62,見其他登記事項,鋼筋混凝土造,78年5月2日,四層,
RPTNMLQKPHNFFBG98CA,4,278.84,見其他登記事項,鋼筋混凝土造,103年7月31日,四層,一層 二層 三層 四層 見其他登記事項
RPQNMLKLPHNFFBG18CA,23,212.91,住家用,鋼筋混凝土造,84年12月8日,三層,一層 二層 三層
RPQOMLMKPHNFFBG38CA,,54.43,見其他登記事項,鋼骨鋼筋混凝土造,106年12月21日,二十九層,二十二層
RPQOMLMKPHNFFBG38CA,,44.27,見其他登記事項,鋼骨鋼筋混凝土造,106年12月21日,二十九層,
RPXOMLKLPHNFFAG88CA,38,100.64,住家用,見其他登記事項,69年10月17日,二層,一層 二層
RPVPMLKLPHNFFAG78CA,10,88.82,住家用,鋼筋混凝土造,97年6月2日,十三層,六層
RPVPMLKLPHNFFAG78CA,10,7.02,共有部份,鋼筋混凝土造,97年6月2日,十三層,
RPVPMLKLPHNFFAG78CA,10,14.39,見其他登記事項,鋼筋混凝土造,97年6月2日,十三層,
RPVPMLKLPHNFFAG78CA,10,35.67,見其他登記事項,鋼筋混凝土造,97年6月2日,十三層,
RPTPMLKLPHNFFAG58CA,50,53.33,住家用,加強磚造,57年1月15日,一層,一層
RPTPMLKLPHNFFAG58CA,46,195.40,住家用,加強磚造,61年1月15日,二層,一層 二層
RPTPMLKLPHNFFAG58CA,50,130.35,住家用,加強磚造,57年1月15日,二層,一層 二層
RPRNMLKLPHNFFAG18CA,34,110.34,住家用,鋼筋混凝土造,73年6月21日,二層,一層 二層
RPVNMLNKPHNFFBG88CA,19,108.03,住家用,鋼筋混凝土造,88年1月26日,六層,五層
RPVNMLNKPHNFFBG88CA,19,13.53,共有部分,鋼筋混凝土造,88年1月26日,六層,
RPVNMLNKPHNFFBG88CA,19,20.93,共有部分,鋼筋混凝土造,88年1月26日,六層,
RPSNMLNKPHNFFBG58CA,39,128.06,住家用,鋼筋混凝土加強磚造,68年10月6日,二層,一層 二層
RPUNMLQLPHNFFAG09CA,1,98.60,見其他登記事項,見其他登記事項,106年7月5日,十三層,九層
RPUNMLQLPHNFFAG09CA,1,71.23,見其他登記事項,見其他登記事項,106年7月5日,十三層,
RPOPMLQKPHNFFAG58CA,6,44.80,見其他登記事項,見其他登記事項,101年10月30日,一層,一層
RPQNMLMKPHNFFBG48EA,,74.07,見其他登記事項,鋼筋混凝土造,107年2月8日,五層,五層
RPQNMLMKPHNFFBG48EA,,17.78,見其他登記事項,鋼筋混凝土造,107年2月8日,五層,
RPQNMLMKPHNFFBG48EA,,11.64,見其他登記事項,鋼筋混凝土造,107年2月8日,五層,
RPQNMLQKPHNFFAG78EA,25,118.50,住家用,鋼筋混凝土造,82年8月12日,五層,四層 夾層
RPQNMLQKPHNFFAG78EA,25,3.08,共有部份,鋼筋混凝土造,82年8月12日,五層,
RPTNMLOLPHNFFBG88CA,42,130.50,住家用,鋼筋混凝土加強磚造,65年12月6日,二層,一層 二層 騎樓
RPRNMLMKPHNFFBG58EA,38,112.54,住家用,鋼筋混凝土加強磚造,69年7月8日,二層,一層 二層
RPQOMLRLPHNFFBG98CA,,340.54,見其他登記事項,鋼筋混凝土造,107年3月21日,四層,一層 二層 三層 四層 見其他登記事項
RPPNMLKLPHNFFBG08CA,23,179.22,住家用,鋼筋混凝土造,84年4月27日,四層,一層 二層 三層 四層
RPPNMLMKPHNFFBG38EA,24,131.65,住家用,鋼筋混凝土造,82年9月21日,十五層,九層
RPPNMLMKPHNFFBG38EA,24,13.72,共有部分,鋼筋混凝土造,82年9月21日,十五層,
RPPNMLMKPHNFFBG38EA,24,26.18,共有部分,鋼筋混凝土造,82年9月21日,十五層,
RPTOMLOLPHNFFBG98CA,32,173.86,住家用,鋼筋混凝土加強磚造,75年6月18日,二層,一層 二層 騎樓
RPROMLKLPHNFFBG38CA,,252.91,見其他登記事項,鋼筋混凝土造,106年11月14日,四層,二層 三層 四層 見其他登記事項
RPUOMLOLPHNFFBG09CA,23,70.65,住家用,鋼筋混凝土造,84年9月18日,六層,三層 夾層
RPUOMLOLPHNFFBG09CA,23,10.03,共有部分,鋼筋混凝土造,84年9月18日,六層,
RPUOMLOLPHNFFBG09CA,23,15.32,共有部分,鋼筋混凝土造,84年9月18日,六層,
RPRNMLKLPHNFFBG28CA,23,97.12,住家用,鋼筋混凝土造,84年9月21日,五層,五層
RPRNMLKLPHNFFBG28CA,23,13.84,共有部分,鋼筋混凝土造,84年9月21日,五層,
RPTOMLQKPHNFFAG98CA,2,260.57,住家用,見其他登記事項,105年4月13日,三層,一層 二層 三層
RPSNMLKLPHNFFBG38CA,25,172.71,住家用,鋼筋混凝土造,82年4月8日,四層,一層 二層 三層 四層
RPWNMLMKPHNFFAG78CA,3,367.03,農舍,見其他登記事項,104年10月15日,三層,一層 二層 三層 見其他登記事項
RPQNMLKMPHNFFAG18CA,31,249.03,住家用,鋼筋混凝土造,76年10月14日,三層,一層 二層 三層
RPSOMLNLPHNFFAG68CA,2,197.44,住家用,見其他登記事項,105年3月15日,三層,一層 二層 三層 見其他登記事項
RPXNMLTKPHNFFAG96CA,24,71.39,住家用,鋼筋混凝土造,83年6月3日,五層,五層 夾層
RPXNMLTKPHNFFAG96CA,24,19.71,見其他登記事項,鋼筋混凝土造,83年6月3日,五層,
RPQNMLMJQHNFFAG18CA,29,297.75,住家用,鋼筋混凝土造,78年7月14日,三層,騎樓 一層 二層 三層
RPPPMLNKPHNFFBG48CA,2,256.32,見其他登記事項,鋼筋混凝土造,105年1月30日,三層,一層 二層 三層 見其他登記事項
RPPPMLNKPHNFFBG48CA,2,91.09,見其他登記事項,鋼筋混凝土造,105年1月30日,五層,
RPQPMLNKPHNFFBG58CA,19,27.97,住家用,鋼筋混凝土造,88年7月9日,八層,七層
RPQPMLNKPHNFFBG58CA,19,12.96,共有部分,鋼筋混凝土造,88年7月9日,八層,
RPQPMLNKPHNFFBG58CA,19,9.30,共有部分,鋼筋混凝土造,88年7月9日,八層,
RPSOMLRKPHNFFBG09CA,4,59.52,見其他登記事項,鋼筋混凝土造,103年11月20日,二十四層,二十四層 夾層
RPSOMLRKPHNFFBG09CA,4,48.34,見其他登記事項,鋼筋混凝土造,103年11月20日,二十四層,
RPPNMLQKPHNFFBG58CA,21,118.01,住家用,鋼筋混凝土造,86年8月1日,七層,一層 二層 騎樓
RPPNMLQKPHNFFBG58CA,21,17.22,共有部分,鋼筋混凝土造,86年8月1日,七層,
RPPNMLQKPHNFFBG58CA,21,22.34,共有部分,鋼筋混凝土造,86年8月1日,七層,
RPSNMLRKPHNFFAG88CA,2,198.99,見其他登記事項,鋼筋混凝土造,105年7月14日,三層,一層 二層 三層 騎樓 見其他登記事項
RPRNMLRKPHNFFBG88CA,22,158.35,住家用,鋼筋混凝土造,85年8月2日,三層,一層 二層 三層
RPWPMLKLPHNFFAG88CA,40,129.36,住家用,鋼筋混凝土加強磚造,67年1月16日,二層,一層 二層
RPPNMLSKPHNFFBG78CA,24,99.09,住家用,鋼筋混凝土造,83年8月3日,六層,四層
RPPNMLSKPHNFFBG78CA,24,18.61,共有部分,鋼筋混凝土造,83年8月3日,六層,
RPPNMLSKPHNFFBG78CA,24,39.79,共有部分,鋼筋混凝土造,83年8月3日,六層,
RPWOMLKLPHNFFAG78CA,37,85.80,住家用,見其他登記事項,69年12月31日,二層,一層 二層
RPOOMLSKPHNFFBG78CA,2,200.35,住家用,鋼筋混凝土造,105年10月25日,三層,一層 二層 三層 見其他登記事項
RPXNMLKLPHNFFAG78CA,23,33.91,見其他登記事項,鋼筋混凝土造,84年3月7日,九層,三層
RPXNMLKLPHNFFAG78CA,23,11.88,見其他登記事項,鋼筋混凝土造,84年3月7日,九層,
RPXNMLKLPHNFFAG78CA,23,2.41,見其他登記事項,鋼筋混凝土造,84年3月7日,九層,
RPQOMLKLPHNFFAG18CA,23,220.82,住家用,鋼筋混凝土造,84年9月19日,四層,一層 二層 三層 四層
RPRNMLNLPHNFFAG48CA,23,69.01,住家用,鋼筋混凝土造,84年5月24日,五層,五層
RPRNMLNLPHNFFAG48CA,23,72.34,住家用,鋼筋混凝土造,84年5月24日,五層,五層
RPRNMLNLPHNFFAG48CA,23,72.34,住家用,鋼筋混凝土造,84年5月24日,五層,三層
RPRNMLNLPHNFFAG48CA,23,69.01,住家用,鋼筋混凝土造,84年5月24日,五層,四層
RPRNMLNLPHNFFAG48CA,23,72.34,住家用,鋼筋混凝土造,84年5月24日,五層,四層
RPRNMLNLPHNFFAG48CA,23,69.01,住家用,鋼筋混凝土造,84年5月24日,五層,二層
RPRNMLNLPHNFFAG48CA,23,72.34,住家用,鋼筋混凝土造,84年5月24日,五層,二層
RPRNMLNLPHNFFAG48CA,23,69.01,住家用,鋼筋混凝土造,84年5月24日,五層,三層
RPRNMLNLPHNFFAG48CA,23,100.64,見其他登記事項,鋼筋混凝土造,84年5月24日,五層,
RPRNMLNLPHNFFAG48CA,23,141.35,住家用,鋼筋混凝土造,84年5月24日,五層,一層 騎樓
RPRNMLQKPHNFFAG68CA,19,25.64,住家用,鋼筋混凝土造,88年1月8日,七層,三層
RPRNMLQKPHNFFAG68CA,19,10.22,見其他登記事項,鋼筋混凝土造,88年1月8日,七層,
